Number_of_Customers,Number_of_Views,Product_Category,Stock_Level,Historical_Price,Competitor_Price,Seasonality_Index,Discount_Offered,Rating,adjusted_price
135,398,Beauty,214,487.21314892224945,59.67719137925746,1.2,0.2,4.455125162978019,367.10944244374144
224,562,Home,143,289.47386138410326,26.484092736436175,1.2,0.2,4.105034756998764,540.3512079169927
339,824,Beauty,273,454.3702079445963,69.44302888784915,0.8,0.0,2.7182874574387736,449.7270087393231
242,919,Home,402,430.95563576142337,349.862622461933,1.0,0.3,3.5221183243378382,258.7872552214999
360,200,Clothing,427,173.23147565607968,496.62416059316365,1.0,0.2,1.190717574967187,145.70871784156233
168,155,Beauty,385,272.6188623735385,299.4114272393723,1.2,0.0,3.5490058031665344,142.38332293913305
267,431,Beauty,441,221.37046670828914,70.91497183890355,1.0,0.2,1.3888199814177775,133.7237887129258
476,935,Beauty,137,357.44800942743706,100.05159777100431,0.8,0.3,3.8560751236760478,986.3492897823771
463,850,Clothing,203,298.14058222627955,273.4641841912722,1.0,0.2,3.295353794134294,676.6622037782716
163,492,Electronics,301,394.5782311882482,360.6725117209522,1.0,0.1,2.201972970568825,212.96772080690218
194,842,Beauty,209,15.758607203012424,334.8269695593038,0.8,0.3,2.483359985289902,11.646361132892993
75,973,Home,18,347.01869809313365,291.6159841789737,0.8,0.1,1.3603663297326243,1095.8485202941063
185,480,Electronics,293,166.34192605763093,493.272190154872,1.0,0.0,2.2911538816586394,104.67093986619633
352,191,Electronics,292,119.8688485458148,107.03663559137856,1.0,0.2,4.86737164118489,144.0062617342212
281,890,Electronics,474,402.6082695157494,94.72295562404165,1.0,0.3,2.9447394504687168,238.1745762819486
418,546,Beauty,367,53.718393482210836,430.9399931050132,1.2,0.0,2.896963688207385,73.22050589857868
125,208,Clothing,461,121.94542209857919,152.50264739057596,0.8,0.1,3.5169151559581957,26.395113008350474
377,416,Clothing,300,109.8298271388913,172.9379248102475,1.2,0.1,2.9377752389459224,165.07313554031373
394,267,Beauty,372,215.71446807925392,278.8473885972228,1.2,0.1,2.4220363990519074,273.4311005572956
351,911,Home,161,167.94502443305788,196.82465165025025,1.2,0.1,1.558086296274904,436.6570635259505
338,534,Home,129,363.0294753837384,150.94381160153614,1.2,0.0,3.5212609526671828,1132.6519631972637
50,541,Home,43,352.6912414947235,459.4158780112108,1.0,0.2,3.995689691117375,400.78550169854947
196,317,Beauty,352,169.4807366419591,73.34436435464863,0.8,0.0,4.692410611929683,75.28209491631499
336,321,Clothing,82,224.12058031143965,208.10199386843755,1.0,0.2,1.0120554262874926,907.2833130679966
191,772,Beauty,379,111.87501024808876,11.453858768140574,0.8,0.3,1.2666416448559565,44.9855304365999
102,627,Clothing,123,338.7091012431726,405.652293383198,1.2,0.1,4.5976226479053395,334.3386612271317
353,377,Electronics,26,204.149142664962,92.52523458701508,0.8,0.0,3.5246221580783383,2135.2488106883434
118,668,Beauty,303,75.08479117668551,388.7650984397834,0.8,0.3,4.8316411057286235,23.315803575918135
410,673,Clothing,349,72.36009103664051,82.81552609429056,0.8,0.2,2.723378376488278,67.81174245719454
139,974,Electronics,6,167.937132426376,214.20203528362566,0.8,0.3,2.6667486809988294,2667.801303687573
495,565,Electronics,410,376.18926403173595,366.81061986642874,1.0,0.3,2.3770583175894866,453.0746610601199
269,938,Beauty,340,22.497124704435187,142.69631355565969,1.2,0.2,1.5712756954788647,21.296398400562104
499,853,Clothing,198,136.30959965961227,163.8193915486022,1.0,0.3,2.514531635791075,341.80145844294736
241,701,Electronics,111,89.61821785549107,336.9880224405797,1.2,0.1,1.0585941607745517,231.40704110542873
112,683,Beauty,88,478.6741324397513,101.97348197980895,1.0,0.2,3.037253139494619,602.3764363286758
122,937,Electronics,127,355.5879859458029,476.3743474912241,1.0,0.2,4.388840828472981,338.91979910459344
210,129,Home,229,124.28401521828361,102.50596525345901,1.0,0.0,2.284787014762459,113.47670954712851
218,458,Beauty,17,111.65568686373535,377.49777559153466,0.8,0.3,1.3785606260854277,1081.8195438353025
138,387,Electronics,288,430.43496723976557,403.273445944094,0.8,0.1,4.895045293415827,164.42913627429107
225,185,Beauty,160,103.21108124404242,193.44151540764423,0.8,0.1,1.5159104355241033,115.39127095607228
318,333,Beauty,351,498.5590080966412,86.55717892881404,0.8,0.2,3.114789987117997,360.3221922152998
122,846,Clothing,377,148.32852880558585,91.29272278132146,1.0,0.3,4.236742749016479,47.87322887376051
294,412,Clothing,280,51.32303028607214,492.8706783644216,1.0,0.2,2.009380829581071,53.697405352687575
126,464,Electronics,397,348.5615280682605,365.4508689057998,1.2,0.1,4.365958159582524,132.41834935658537
208,876,Beauty,421,308.72496836624515,230.5232439788166,0.8,0.1,3.2281005628272856,121.73420553588436
373,898,Beauty,165,499.9128610271138,136.10139669095628,0.8,0.1,2.3277427195244713,898.6385405451251
147,938,Home,259,403.0220147422678,19.265960144902156,0.8,0.2,4.462756864522411,182.2899574372719
430,368,Beauty,363,220.12990123528715,338.52728982886447,0.8,0.3,3.4880006132518035,208.0348517168648
151,797,Clothing,189,341.539609599911,478.8890098735439,0.8,0.3,3.4615377063510016,217.14728862983816
181,230,Beauty,337,410.7462322656425,62.35317178945046,0.8,0.2,3.016038868546092,175.96465808303265
151,902,Clothing,265,261.7259974672146,379.70071111991615,1.0,0.1,2.0989499485349308,148.57378051710305
68,888,Home,290,143.70701086025366,85.0860747573632,0.8,0.3,2.219441784486978,26.86481577593746
131,931,Electronics,354,112.95176472032112,398.1315395032092,0.8,0.1,1.3523162914377225,33.34463364137931
446,450,Clothing,359,154.68790394067105,191.58069409843353,1.0,0.2,1.9748948247309808,191.64112543760913
328,279,Electronics,278,425.55370301820454,358.91017305236034,1.2,0.3,2.111300344160929,600.3510304944992
388,901,Electronics,216,196.41186251948028,463.87837812652685,1.0,0.3,1.234805970525858,351.1880306799924
414,579,Electronics,320,150.46543769749553,313.8682055118425,0.8,0.2,1.4412589467164922,155.24658244676175
380,988,Electronics,337,404.8847416195897,461.1425219000129,1.0,0.2,2.081011954150815,455.195863359302
178,262,Clothing,206,25.640967469526316,125.16194421593005,0.8,0.3,3.709010092478762,17.63900370850506
393,882,Home,152,301.03955275586765,489.2855666217725,1.0,0.0,1.7369399641249044,773.2584590395817
359,987,Beauty,479,438.0795835612731,437.6955552672395,1.2,0.1,3.087398399551468,393.1764262462426
138,195,Clothing,180,210.94103703724764,62.71093372906716,0.8,0.0,3.031613061982115,128.6623783917798
262,873,Home,211,141.96589906604936,212.6344747562529,1.0,0.3,4.336152318494626,175.44842243068365
192,609,Beauty,272,250.93744402361864,464.24446678283954,1.0,0.0,3.436655221566359,176.48347711551202
114,464,Electronics,440,361.5638121691189,48.276528764236744,1.0,0.2,4.667996314775364,93.46547525460217
125,452,Beauty,202,263.13672588724774,232.34375360731698,0.8,0.1,3.5124054772616065,129.62400290012204
248,899,Beauty,204,13.743107366628823,364.56094337075865,1.0,0.2,1.102062551197001,16.625807936214382
192,535,Home,472,48.3790324929278,26.389181866871688,0.8,0.2,2.525968287580026,15.710400403623064
454,182,Beauty,403,363.4509273139537,378.88714294708234,0.8,0.2,3.7961919042244507,326.74598217927723
452,324,Electronics,383,205.97615408899432,186.98926311342308,1.2,0.2,2.9004875776779766,290.94131765070443
365,511,Clothing,152,394.5401573224152,132.19219011708157,1.2,0.1,2.677591479286323,1129.467901354365
142,834,Clothing,169,328.2500579118954,292.2264029753804,1.0,0.3,3.6861825235834456,274.18534249111264
466,217,Home,428,294.94275881772063,276.72229615313654,0.8,0.3,2.1429315186063915,256.30456990034094
354,581,Electronics,240,451.6738325054215,438.2302502379578,1.0,0.1,4.635912126767348,663.4545091573411
273,291,Electronics,286,20.447816005549218,341.24143851237176,0.8,0.2,2.652574403962336,15.560289253003308
340,690,Beauty,244,85.96683708492283,216.7135275405688,0.8,0.0,3.5248712436701313,95.44073341673067
477,689,Home,320,315.9442181910681,328.56782186632444,1.0,0.3,4.9293330662807815,469.4872027325218
151,758,Electronics,435,42.25574280954677,377.57253723338073,0.8,0.2,4.141920919816114,11.70755442980103
316,206,Electronics,79,326.03553767973875,469.29100425640064,1.0,0.0,3.126492635085965,1287.8403738349682
404,481,Electronics,495,492.2193277423812,355.08817924416616,0.8,0.0,4.437550352997741,320.7364651740678
159,882,Clothing,91,440.61596850732155,276.49745422436786,1.0,0.2,3.2417508738764513,761.4993368767839
379,489,Clothing,148,299.54929277246,192.76024064040516,1.0,0.1,2.7666137385117566,761.9408185286063
499,343,Clothing,29,448.04857040992147,446.8269798184953,1.2,0.2,4.493811779991981,8943.049465382031
479,684,Beauty,122,66.97139412046997,398.33462097502724,1.2,0.1,1.1086214275637718,312.96875886541574
314,968,Beauty,386,232.80014081352644,47.81882093816126,0.8,0.0,2.6298645470528355,151.10954876578256
52,567,Beauty,481,220.05129674791712,352.7751904020248,1.0,0.3,2.3719698662769844,23.739973923011807
134,965,Electronics,325,174.8593176265656,273.98729388732966,1.0,0.1,3.8563452254483277,71.87468884036745
331,637,Clothing,426,10.098685085812104,60.7855240615669,1.0,0.1,1.0503448606152546,7.828254715231396
377,309,Electronics,28,446.6042191195136,286.8308331859603,1.0,0.1,3.643409915217896,5805.854848553677
353,703,Electronics,258,391.0762389748695,104.32790724170536,1.0,0.3,2.385444943698313,533.0112446259805
499,736,Home,185,329.90018264389647,356.9909934405608,0.8,0.2,1.3915735161716185,708.0438328572229
461,172,Electronics,416,73.19375348730068,146.4460400467669,1.2,0.0,4.921323126942276,97.10020246804494
166,734,Beauty,74,195.32051550883702,83.66852749664729,1.0,0.0,1.8489149514030845,432.30940765955927
270,408,Clothing,44,462.92022871023727,50.16673028712682,1.0,0.1,2.3965197157905345,2777.5213722614235
203,795,Clothing,68,312.29550648407786,250.49173674934656,1.0,0.0,1.8281863571175174,918.7824321198233
202,798,Electronics,497,305.67116289775225,107.82103930606804,0.8,0.1,3.6479647891680886,99.18967856280476
61,809,Beauty,415,457.43202163094696,429.01263997692456,1.2,0.3,4.1300652562726246,80.49044226775317
182,689,Beauty,366,284.3185252008225,11.470541417316495,1.2,0.1,4.442563338566324,169.19663734021697
353,959,Beauty,209,302.83539179291984,423.3830069060893,1.0,0.3,2.2439928717766544,509.0518728709557
342,285,Clothing,238,179.40069029334649,265.3352788611137,0.8,0.1,3.098213566126065,205.37250570819916
349,955,Beauty,339,192.00605532386209,461.85131673543015,1.2,0.1,3.653030499424764,236.50628226362772
277,352,Beauty,307,345.9473625829348,110.25951607705802,1.2,0.3,3.518083900481564,373.3535822161283
320,112,Electronics,191,167.01325614934288,60.114161394466194,0.8,0.2,3.8641087744632214,222.68434153245718
92,398,Home,371,283.9628810880465,316.22952252159536,1.2,0.3,4.078909214579019,84.27285503258155
481,175,Beauty,102,146.80637866672402,356.29643567290026,0.8,0.1,1.3898934242852157,548.457228261703
392,150,Electronics,240,91.40136659767822,192.56667920580355,1.2,0.0,1.6732440987666597,178.40333131762586
375,886,Electronics,252,232.65720487996373,16.703285060996286,0.8,0.2,3.937284198056356,275.8781085533167
351,248,Beauty,423,116.54854608291254,209.41160461908524,1.0,0.0,2.9067021356394784,96.4824048941092
413,830,Home,219,450.262209489955,124.55559291263117,1.2,0.2,2.708135164290288,1014.3179591964622
428,221,Clothing,396,158.7703532552461,180.26012427550538,1.2,0.1,2.821760500310377,205.40164592416727
476,310,Home,473,302.72702681426733,258.3096847124201,1.2,0.2,2.4881040537254413,364.8052272495981
70,379,Beauty,335,139.08650186714993,354.14749635339155,0.8,0.0,3.3642700503239706,23.18108364452499
456,637,Home,216,136.4294387351356,481.980390300905,1.2,0.3,2.2933021706215038,344.028520165282
156,784,Electronics,201,181.81167992441985,80.5599237501512,1.2,0.2,3.5472616023635952,168.49082416758117
385,255,Electronics,28,458.77853798726505,343.1507189970779,0.8,0.2,1.8105484620752277,4872.544472416471
352,337,Home,493,201.8338917597806,124.2736113886539,1.2,0.1,4.030755654463025,172.58023457354517
166,475,Clothing,446,412.42057001783076,118.14530484059866,1.2,0.1,4.126399898297002,183.79010637036214
173,181,Home,485,106.67605652383214,320.4414990758197,0.8,0.2,3.314083264898584,30.37853132283615
448,591,Beauty,211,33.60307613685123,390.23976546819904,0.8,0.1,2.477293850998175,56.808219280412644
330,455,Clothing,153,393.02218143770637,489.1156507805713,0.8,0.1,1.0575862929474464,673.752311036068
341,372,Home,479,275.51869975397966,386.7270970213742,1.2,0.3,1.4861298898052535,234.87969154026766
252,679,Home,230,256.8256483831915,87.08433443268777,1.0,0.2,1.31874805115467,280.1734345998452
100,143,Clothing,101,143.38086613221267,120.44730160020997,0.8,0.0,1.0408201005954636,112.45558128016681
320,672,Home,314,45.4353372810824,383.0809505114916,1.2,0.3,3.888879087603612,55.387839733129006
373,222,Beauty,176,246.60141780309456,268.22407286314854,1.0,0.1,4.824267039745575,519.6741742404196
326,448,Electronics,180,434.94091581169215,154.74992656547988,1.0,0.3,1.04467306119526,783.3742461580754
190,807,Beauty,471,68.81078671470807,241.17379069994172,0.8,0.2,1.450762407181856,22.159405891177176
324,429,Home,414,465.2937308801144,458.29513057480006,0.8,0.2,4.442703437399485,290.61237360030276
339,508,Electronics,231,144.6172493183912,380.24369015959854,0.8,0.2,3.754008997904966,169.0525776514987
383,422,Clothing,11,270.7712834860445,230.84189413150878,0.8,0.0,2.6188415859852117,6913.693438343671
430,210,Beauty,185,42.5891137786251,490.4714230763964,0.8,0.0,4.971186069869262,78.76696311745718
422,869,Clothing,248,218.27283096329643,399.48856699376364,1.2,0.0,3.29448536715998,443.9090827301739
101,188,Electronics,419,71.68996433951011,12.876746415422279,1.2,0.1,3.6783960509977125,20.687675423687207
76,532,Home,265,33.50715517783166,65.05995414326965,0.8,0.2,3.612705467342051,7.658778326361523
206,809,Electronics,389,483.6132697795484,281.4447065154603,1.2,0.2,1.8908065203555764,306.5364109987291
288,893,Electronics,134,367.746322377425,181.47754512063133,0.8,0.0,2.9524976391099687,627.6203901908053
205,811,Clothing,244,362.33828329669376,408.1537942797203,0.8,0.3,1.865645194201302,242.54481004350114
340,198,Beauty,30,54.36934784703852,448.8866337512498,1.0,0.3,3.0378581208304944,596.3089763868741
185,638,Electronics,346,465.3817569989935,127.91890507087095,0.8,0.1,1.1231248752344247,198.49135457017593
193,700,Home,455,240.03957235484395,384.01005123392116,1.0,0.3,2.52783670740677,101.59569619404579
155,245,Electronics,258,427.6191933481412,272.3447041638988,1.2,0.1,2.488840291553874,307.09332031951453
469,793,Clothing,103,16.174539545747677,202.06384985264418,0.8,0.3,2.166522487407299,58.35276189965894
207,356,Beauty,430,156.1211758553784,395.5222254250035,1.0,0.3,1.3169157686609485,74.9816320233488
195,288,Home,381,498.0630898419682,286.8126546686087,1.0,0.3,4.083868241049744,254.24686523346543
51,339,Clothing,468,219.6406409207456,321.2891844898098,1.2,0.2,2.681819457152128,28.660996213965095
482,970,Electronics,0,445.3618340435338,40.50448747224833,1.0,0.0,4.255892715044974,214664.40400898329
126,998,Electronics,428,170.71919070180945,297.0810425757863,0.8,0.2,4.342908951686235,40.11304061245313
181,602,Beauty,437,267.4112748114211,157.3485231083009,0.8,0.0,1.8543895596071587,88.4044579741867
139,807,Clothing,433,428.56734230372064,251.71417044349135,1.0,0.3,2.6853204551952956,137.26004741985523
394,908,Clothing,206,306.85207449992834,118.78541484733061,0.8,0.0,3.8838960208361413,467.24528445592955
399,776,Beauty,134,365.3442478959087,311.09307035111027,0.8,0.2,2.997984614699586,863.8361772472153
312,918,Home,446,122.12827006758641,82.25973039666557,1.0,0.0,4.420272921611884,85.24389320153682
400,370,Clothing,270,86.38631435301832,70.2229192890903,1.2,0.0,3.286276030853626,153.00897007176675
157,619,Beauty,88,122.85015727073144,102.32158438355111,1.2,0.0,3.518323871434266,260.05583853714387
123,649,Clothing,194,251.59383668065783,410.5576256231977,0.8,0.3,4.148093858178821,126.95812066347042
88,213,Beauty,413,402.47273473623096,26.431630104981682,1.0,0.0,1.488888430514045,85.5497600405515
446,438,Electronics,121,183.45698673337048,367.4928434686455,0.8,0.3,3.3369929516722188,536.5364989054639
208,667,Electronics,461,286.7597331760659,37.68871756066037,0.8,0.3,1.3417194750565904,103.28315930843586
120,458,Clothing,115,404.35810587933656,300.0100469400031,1.0,0.1,2.0422044941481543,418.301488840693
496,749,Clothing,195,127.00046838539454,389.0436512938434,1.2,0.0,1.8502868256983152,385.66672848462673
361,713,Electronics,35,442.6581101107066,123.2257353547144,0.8,0.3,3.268304362647362,3551.1017277770025
290,433,Home,66,477.0103329889678,106.01400431037571,1.2,0.0,4.375609513561811,2477.605908659116
475,788,Beauty,132,29.095366541667598,151.69728225564307,0.8,0.0,1.5312384382020636,83.12961869047886
494,268,Home,280,38.964443941545724,352.8105047627797,1.0,0.2,4.073586110588339,68.49976977624053
347,438,Home,478,54.57026218564628,134.86502743673253,1.0,0.1,1.5722645016909955,39.53211060212789
489,897,Home,10,390.6165201697259,255.86729763719782,1.2,0.0,1.7586868513937075,20837.61582141774
85,360,Electronics,455,102.77510313769908,75.88838909384178,0.8,0.0,4.667760789020264,15.326111871411266
133,986,Clothing,217,365.59103336829446,235.98584593661062,1.0,0.3,1.0389166220266186,223.04407081643654
423,834,Home,321,226.22527423722434,316.1169524139237,0.8,0.3,1.7885761649341547,237.74730683812646
312,298,Electronics,155,419.7649545919873,45.19127405949151,0.8,0.2,1.8622243651136734,671.6239273471797
359,310,Beauty,239,406.192152274088,409.55741359339805,1.2,0.1,2.1275222535239062,729.114913331988
434,386,Clothing,59,480.234655077399,469.3436002104388,0.8,0.1,2.4536468283777446,2778.9578707145492
221,791,Beauty,137,133.0085467334414,104.83840194673574,0.8,0.1,1.4127120473549288,170.40515262661188
425,861,Home,49,122.32718975829576,382.12204538116356,1.2,0.0,2.8738171195321356,1247.7373355346167
222,842,Clothing,166,25.438907891413646,163.5986645655114,1.0,0.1,2.5974014694555563,33.81699132870557
411,571,Home,164,211.10388675899915,341.5950641576555,0.8,0.2,3.4997352436609983,420.6724725233874
96,581,Clothing,318,234.94095269015438,160.27192857873987,0.8,0.2,4.470070536274806,56.5625867291657
428,122,Home,188,482.61177838042465,432.5481351208635,1.0,0.0,2.1908810405435624,1092.8986304064642
190,659,Beauty,486,417.0847941442668,180.08296182756595,1.2,0.0,3.185951097038378,195.26762436322963
424,208,Beauty,468,91.72794184446253,425.92704206119686,1.0,0.0,2.485509480560739,82.92675339456741
455,395,Home,91,401.25978767801837,385.4098602486017,0.8,0.3,1.161001124353319,1587.5930729869424
167,105,Clothing,293,97.36664760952037,106.19871712692984,0.8,0.0,4.284301456508372,44.24552421983647
326,649,Beauty,375,48.10488423031077,86.90700966934334,1.2,0.2,3.5368657599677538,50.04954976302546
263,780,Clothing,288,420.1705482138009,392.03138352068765,1.2,0.0,1.008689081501132,458.843685177424
269,967,Clothing,74,488.22019510989475,201.24859450989575,1.0,0.3,1.9982877608104666,1751.0830997941557
442,894,Beauty,44,53.17808681862401,475.2026529381512,1.2,0.0,2.235957619955907,626.7923833021817
75,302,Electronics,427,408.8231893470562,472.0446497006536,1.0,0.3,4.2461261621245665,71.63957757249817
58,424,Electronics,384,431.01419783515206,349.8055089994006,1.0,0.3,4.042852841626791,64.93200902451642
320,924,Clothing,52,68.19023629055667,255.28436643950164,0.8,0.3,2.5845754085420785,329.3717073657077
59,884,Beauty,174,148.79420116825355,105.53398084116851,1.0,0.0,1.6293688651145808,50.16490210815405
427,343,Electronics,160,369.4937131164018,442.37244082466685,1.0,0.0,2.5441286103254974,979.9615869608916
170,426,Home,66,405.7878369954389,50.17899762666088,1.2,0.2,4.240585289595801,1235.5331156279035
174,146,Clothing,473,183.44731980433593,191.4721256287143,1.2,0.1,2.8095654412666122,80.80970543279608
219,860,Electronics,398,88.36540584296525,166.41756012328938,0.8,0.0,1.4634807531434202,38.80105038518174
121,690,Beauty,360,327.6887932445266,479.6301263267716,0.8,0.2,1.154189889604229,87.86779829936337
201,721,Beauty,269,353.9646155893043,67.87680398121044,0.8,0.1,2.333341089160387,210.80559328429678
257,112,Clothing,406,256.7678484085637,446.1734983468083,1.0,0.2,1.5934512440833846,162.13596324570236
98,479,Beauty,123,81.02112314360764,233.65296971278832,1.2,0.1,3.980164713846609,76.83938775555046
203,464,Home,181,423.7985047180799,33.27446522277169,1.0,0.2,2.1150272560803813,472.6983321855507
396,701,Home,375,326.18031994259314,367.14451271417715,0.8,0.0,4.509812123837717,274.82426956865294
342,441,Electronics,391,435.89048192710925,59.43083851666328,1.2,0.1,3.469397157504366,456.3506474053205
117,959,Beauty,181,467.1548465001405,126.13199836206613,1.0,0.3,2.5746550392573817,300.31382989294747
99,891,Home,35,404.7919491646537,401.8671291297205,1.2,0.2,3.4402302172984953,1335.8134322433573
201,320,Clothing,211,479.74213311300406,85.81868439789811,1.0,0.0,2.1806958921297315,454.8498526212916
68,172,Beauty,383,477.5862954154732,169.48032118752258,0.8,0.0,1.5652955161511142,67.65805851719205
149,845,Electronics,435,313.47883214126466,186.88916202069692,1.0,0.1,4.856710379693598,107.12923391983585
109,871,Clothing,133,366.8053099287977,298.51325871955777,1.0,0.2,3.2526457821987367,298.3714834495444
216,724,Clothing,352,352.7101823003656,397.06731542174737,0.8,0.0,1.0293124850192186,172.65812889944243
251,145,Clothing,411,314.35673556085675,123.09751787890576,0.8,0.3,2.2412568251823033,153.21075849665056
394,603,Home,177,19.48403615711759,110.83363049752522,1.0,0.2,1.638137976502645,43.12758565114792
195,373,Clothing,165,184.3942742219617,118.73227087577713,1.0,0.0,2.0327332527581548,216.6077317667622
452,654,Home,413,59.03837371862537,196.98981836688634,1.0,0.0,1.2228620789341393,64.45735488120451
213,307,Clothing,493,157.12696396476704,272.2005496626753,0.8,0.3,1.9803425118981939,54.199260444526935
488,960,Home,490,43.59675539378775,16.58802768615935,0.8,0.0,3.732064402131133,34.66430408499947
291,714,Beauty,336,460.81543335915256,392.34581683742647,0.8,0.1,4.282438189567015,318.33184832644133
118,223,Home,328,231.15165867141678,464.09093046956707,1.2,0.2,2.389568070530008,99.48654975037269
224,109,Home,475,102.78857936093885,423.32458327702693,1.2,0.1,3.0898629941937177,58.04531540382429
98,428,Beauty,437,296.5418232213364,28.2204107492975,0.8,0.1,1.1671623876407229,53.079632284367065
157,286,Clothing,326,106.26095735258384,267.0072979630837,1.2,0.3,1.3632032016980107,61.221909373782246
275,642,Beauty,45,404.17575767730887,408.87328453826,1.2,0.1,3.207696567573573,2899.5217398589552
210,767,Clothing,155,159.900363772723,178.6160896035122,1.0,0.1,4.362307643338994,215.25048969405023
168,159,Home,400,164.30131010381606,449.5483151791098,1.0,0.1,1.3519518602158773,68.83446408339427
198,860,Clothing,487,436.2759625190454,444.5710424508539,1.0,0.0,2.6741866743440563,177.01360774338318
199,998,Home,431,284.00941347861504,79.43521518403938,1.2,0.3,4.8816986714005886,156.9940924506789
481,985,Clothing,427,444.7780318201999,251.87907736355498,1.2,0.0,3.9551701815005105,599.8268223519144
342,881,Home,235,212.31513463402547,22.57706654323664,1.0,0.0,1.790412881120829,307.67701713913857
192,541,Home,315,178.52457131051816,148.11120781147818,1.0,0.1,2.1406970686633424,108.47062560639078
468,316,Electronics,59,258.039468660393,407.8176906296734,0.8,0.0,4.791664929885697,1610.1662844408525
209,101,Clothing,4,40.13091888942568,487.818896783111,1.2,0.0,1.8839507722994169,2012.9668914935917
60,635,Clothing,452,85.55837789256738,457.5283956397729,1.0,0.0,2.7636295279629457,11.332235482459255
187,817,Electronics,461,117.56560150589549,30.864381202587538,1.0,0.1,2.422440214348203,47.586076800005316
127,931,Home,453,410.1718685163663,464.0979573080161,1.0,0.2,2.96015532787573,114.73970771272802
126,810,Home,390,369.5613908862728,413.09760665382487,1.2,0.2,1.9463207478648643,142.90967340666097
490,455,Electronics,180,104.72056660413237,435.1742332078601,1.0,0.0,3.67340171985742,283.49766649737495
303,725,Electronics,144,145.60630654302767,458.26511988998664,1.0,0.1,1.9383639446764245,304.2669716037061
458,891,Beauty,314,472.68831309889254,249.20815959816935,1.0,0.3,3.4084054173993574,687.2738012675961
307,766,Home,264,52.04345149075182,113.4969639426133,1.0,0.2,2.431077245985862,60.291847576078524
369,264,Beauty,222,278.2529980925495,20.301802567729283,1.0,0.0,2.00590452770606,460.4276067091962
340,833,Clothing,405,265.7834260871045,21.538652649688533,0.8,0.1,3.78001052250614,178.06180269874983
312,190,Beauty,300,365.5968304072677,324.8305971837958,1.0,0.2,4.860959113840769,378.95751191716784
134,266,Electronics,456,138.10333441321626,175.26724375890097,0.8,0.2,4.47750176628449,32.39535546848312
195,306,Electronics,442,468.03859889097345,252.989359641546,1.2,0.1,1.3473415700788864,247.22580618620268
372,381,Electronics,335,211.18561199806052,74.35423676727322,1.2,0.2,2.817655152750808,280.5751702259947
91,164,Electronics,483,150.0026075447604,488.0015494305346,1.2,0.0,3.779119784613754,33.84356352042941
423,987,Beauty,481,175.06601425447374,73.67206979896807,1.2,0.0,3.2504633655580246,184.36412621487733
174,615,Beauty,236,180.87395091213992,227.95510836963916,1.2,0.1,3.9054273325460525,159.35224029727772
216,256,Beauty,12,107.47492269598716,227.24323122170793,1.0,0.1,4.90048056720503,1785.737177102556
474,860,Electronics,338,464.74642070580273,14.23289259317673,1.0,0.3,2.3690872392192883,649.8224289514764
290,868,Electronics,267,95.68884045857374,337.22100722420544,1.2,0.3,4.0834926362996224,124.25267343128229
329,846,Home,419,442.58799082629093,273.72318061035594,1.0,0.0,1.3762852697474903,346.6939261472612
237,405,Home,265,208.41531777080942,253.77313247795078,0.8,0.1,4.478992932876595,148.5546776291183
351,977,Electronics,15,141.9454769202683,410.8615707962241,0.8,0.3,4.113728969444715,2491.143119950709
68,494,Home,91,107.26938689094405,128.15722150668694,1.0,0.3,3.0838698360112673,79.28606857156734
117,173,Clothing,247,257.1277416550523,431.9374367945283,1.2,0.2,4.284133880040645,145.5674795498764
267,286,Clothing,18,337.9366860648875,433.7415448781094,1.2,0.2,3.666493781019586,5698.6796955363125
151,673,Electronics,359,450.12830492563586,415.16253479913456,0.8,0.3,3.208904930957421,151.04305343060227
91,436,Beauty,389,329.69882601796587,177.2849097692694,1.0,0.2,4.784002047694925,76.9297260708587
337,775,Clothing,387,246.99462023365734,89.65314552436962,0.8,0.3,1.5210608680423126,171.62306601802584
216,667,Clothing,413,26.403271643330818,242.83678359614342,1.0,0.2,4.971870687526605,13.775619987824774
158,722,Beauty,102,458.5591837810536,137.32211857992013,1.2,0.1,1.6177315082509054,844.1050606299783
85,829,Home,94,452.16092906139545,35.568957177271756,0.8,0.2,2.920703847943549,323.65203343341994
281,339,Beauty,429,195.5713139872042,146.94030589932086,1.0,0.1,1.9256439874262146,127.80357960559158
278,632,Home,282,24.226984711050125,239.8728727218709,1.2,0.0,2.0876545977704906,28.558735334297957
402,240,Home,428,369.35108023872584,65.2404163022431,1.0,0.2,3.527327884189584,346.10520805586896
213,364,Beauty,212,397.9236296599948,472.7235295998146,1.2,0.1,1.138840571146845,477.50835559199373
436,238,Home,36,275.80825648212004,331.4895787836847,1.0,0.3,4.762987114743376,3250.064860167685
122,558,Clothing,392,207.40874277878217,76.80695827985787,0.8,0.0,2.118488495595372,51.50914324480697
185,169,Electronics,60,427.0550905234695,407.9114583869285,1.0,0.2,2.0901302612610295,1295.1670778170796
402,484,Home,290,104.33304417651082,464.76326494892123,0.8,0.3,4.454254919684878,115.30414779094804
428,729,Clothing,361,225.38351271575218,138.76419487014357,0.8,0.3,4.059344746509339,213.18042749688826
119,297,Beauty,302,21.998194252158427,80.19385114757371,0.8,0.2,3.6868877239502225,6.911643870645157
474,304,Home,243,90.36515870896822,168.01299649085522,1.2,0.2,1.5854338024107864,210.6545175150046
